timestamp,req_pred,bytes_pred
1995-08-23 00:00:00-04:00,324,2514235.8137482367
1995-08-23 00:05:00-04:00,213,2888060.126101457
1995-08-23 00:10:00-04:00,110,3345214.0410708073
1995-08-23 00:15:00-04:00,170,2927599.066315002
1995-08-23 00:20:00-04:00,144,1951801.3474797136
1995-08-23 00:25:00-04:00,108,2343977.7693612953
1995-08-23 00:30:00-04:00,99,1767262.4752345616
1995-08-23 00:35:00-04:00,104,977834.9029869938
1995-08-23 00:40:00-04:00,106,2503871.6399170603
1995-08-23 00:45:00-04:00,122,3345923.156519876
1995-08-23 00:50:00-04:00,113,1793322.5823874269
1995-08-23 00:55:00-04:00,95,2172401.3478045985
1995-08-23 01:00:00-04:00,73,983674.7746160008
1995-08-23 01:05:00-04:00,61,1585007.4028016867
1995-08-23 01:10:00-04:00,79,1400116.3516948146
1995-08-23 01:15:00-04:00,83,613270.1668053903
1995-08-23 01:20:00-04:00,91,1315429.403546488
1995-08-23 01:25:00-04:00,146,1474916.7494525334
1995-08-23 01:30:00-04:00,139,2945763.849528381
1995-08-23 01:35:00-04:00,60,880282.2964912736
1995-08-23 01:40:00-04:00,84,1629069.781003316
1995-08-23 01:45:00-04:00,131,1578099.303819776
1995-08-23 01:50:00-04:00,79,1108267.5679011033
1995-08-23 01:55:00-04:00,81,1132374.5383230804
1995-08-23 02:00:00-04:00,103,1021215.6997499156
1995-08-23 02:05:00-04:00,94,1235148.881105521
1995-08-23 02:10:00-04:00,101,1178859.59100578
1995-08-23 02:15:00-04:00,118,2146139.478083471
1995-08-23 02:20:00-04:00,122,2975206.476402138
1995-08-23 02:25:00-04:00,105,1293813.360297792
1995-08-23 02:30:00-04:00,118,1937262.8381858747
1995-08-23 02:35:00-04:00,86,2013824.3629722637
1995-08-23 02:40:00-04:00,59,1006813.0510265838
1995-08-23 02:45:00-04:00,77,1011249.0943126867
1995-08-23 02:50:00-04:00,102,1942914.9884655569
1995-08-23 02:55:00-04:00,107,1977182.7321424433
1995-08-23 03:00:00-04:00,83,1788283.3805124767
1995-08-23 03:05:00-04:00,34,1493099.904603427
1995-08-23 03:10:00-04:00,113,1890153.2659850265
1995-08-23 03:15:00-04:00,121,3326060.299327847
1995-08-23 03:20:00-04:00,89,3729403.3494072654
1995-08-23 03:25:00-04:00,91,2730889.6680137715
1995-08-23 03:30:00-04:00,55,1702003.1089129169
1995-08-23 03:35:00-04:00,64,839402.8133723752
1995-08-23 03:40:00-04:00,114,3404893.146588004
1995-08-23 03:45:00-04:00,83,2180734.8070251113
1995-08-23 03:50:00-04:00,85,1929646.7249008752
1995-08-23 03:55:00-04:00,117,2214615.5773160853
1995-08-23 04:00:00-04:00,113,3590950.180032618
1995-08-23 04:05:00-04:00,56,1984743.9329398468
1995-08-23 04:10:00-04:00,77,1411634.9621263938
1995-08-23 04:15:00-04:00,62,1784389.0845965513
1995-08-23 04:20:00-04:00,52,619434.9488115349
1995-08-23 04:25:00-04:00,73,961056.9555367606
1995-08-23 04:30:00-04:00,88,978009.8280788122
1995-08-23 04:35:00-04:00,73,800945.7441764659
1995-08-23 04:40:00-04:00,83,822715.4339125701
1995-08-23 04:45:00-04:00,48,644468.565107734
1995-08-23 04:50:00-04:00,65,982496.5813774426
1995-08-23 04:55:00-04:00,108,684339.3348655327
1995-08-23 05:00:00-04:00,74,1251354.8511222694
1995-08-23 05:05:00-04:00,61,732407.7052701217
1995-08-23 05:10:00-04:00,94,1483099.6820018645
1995-08-23 05:15:00-04:00,87,2528865.546588082
1995-08-23 05:20:00-04:00,107,1589629.3014195485
1995-08-23 05:25:00-04:00,64,1769816.7521635024
1995-08-23 05:30:00-04:00,89,5078995.601495853
1995-08-23 05:35:00-04:00,82,2285967.9410956083
