time,instances,util,load,capacity,scaled
1995-08-23 00:00:00-04:00,2,1.8466666666666667,554,300,True
1995-08-23 00:15:00-04:00,3,1.0711111111111111,482,450,True
1995-08-23 00:30:00-04:00,3,0.7688888888888888,346,450,False
1995-08-23 00:45:00-04:00,3,0.76,342,450,False
1995-08-23 01:00:00-04:00,3,0.48444444444444446,218,450,False
1995-08-23 01:15:00-04:00,3,0.6577777777777778,296,450,False
1995-08-23 01:30:00-04:00,2,0.9733333333333334,292,300,True
1995-08-23 01:45:00-04:00,4,0.45166666666666666,271,600,True
1995-08-23 02:00:00-04:00,4,0.45666666666666667,274,600,False
1995-08-23 02:15:00-04:00,4,0.6083333333333333,365,600,False
1995-08-23 02:30:00-04:00,4,0.415,249,600,False
1995-08-23 02:45:00-04:00,4,0.45,270,600,False
1995-08-23 03:00:00-04:00,4,0.45666666666666667,274,600,False
1995-08-23 03:15:00-04:00,4,0.5283333333333333,317,600,False
1995-08-23 03:30:00-04:00,4,0.43833333333333335,263,600,False
1995-08-23 03:45:00-04:00,4,0.44333333333333336,266,600,False
1995-08-23 04:00:00-04:00,4,0.405,243,600,False
1995-08-23 04:15:00-04:00,4,0.255,153,600,False
1995-08-23 04:30:00-04:00,4,0.36833333333333335,221,600,False
1995-08-23 04:45:00-04:00,4,0.345,207,600,False
1995-08-23 05:00:00-04:00,4,0.39,234,600,False
1995-08-23 05:15:00-04:00,3,0.5977777777777777,269,450,True
1995-08-23 05:30:00-04:00,3,0.6355555555555555,286,450,False
1995-08-23 05:45:00-04:00,3,0.5755555555555556,259,450,False
1995-08-23 06:00:00-04:00,3,0.62,279,450,False
1995-08-23 06:15:00-04:00,3,0.7488888888888889,337,450,False
1995-08-23 06:30:00-04:00,3,0.7155555555555555,322,450,False
1995-08-23 06:45:00-04:00,3,0.7911111111111111,356,450,False
1995-08-23 07:00:00-04:00,3,0.7288888888888889,328,450,False
1995-08-23 07:15:00-04:00,5,0.5586666666666666,419,750,True
1995-08-23 07:30:00-04:00,5,0.62,465,750,False
1995-08-23 07:45:00-04:00,5,0.6346666666666667,476,750,False
1995-08-23 08:00:00-04:00,5,0.78,585,750,False
1995-08-23 08:15:00-04:00,5,0.8373333333333334,628,750,False
1995-08-23 08:30:00-04:00,7,0.6523809523809524,685,1050,True
1995-08-23 08:45:00-04:00,7,0.6895238095238095,724,1050,False
1995-08-23 09:00:00-04:00,7,0.6638095238095238,697,1050,False
1995-08-23 09:15:00-04:00,7,0.6771428571428572,711,1050,False
1995-08-23 09:30:00-04:00,7,0.5876190476190476,617,1050,False
1995-08-23 09:45:00-04:00,6,0.8711111111111111,784,900,True
1995-08-23 10:00:00-04:00,6,0.7155555555555555,644,900,False
1995-08-23 10:15:00-04:00,6,0.7033333333333334,633,900,False
1995-08-23 10:30:00-04:00,8,0.6675,801,1200,True
1995-08-23 10:45:00-04:00,8,0.6633333333333333,796,1200,False
1995-08-23 11:00:00-04:00,8,0.8008333333333333,961,1200,False
1995-08-23 11:15:00-04:00,8,0.6633333333333333,796,1200,False
1995-08-23 11:30:00-04:00,8,0.9516666666666667,1142,1200,False
1995-08-23 11:45:00-04:00,8,0.58,696,1200,False
1995-08-23 12:00:00-04:00,8,0.8208333333333333,985,1200,False
1995-08-23 12:15:00-04:00,10,0.7566666666666667,1135,1500,True
1995-08-23 12:30:00-04:00,10,0.7573333333333333,1136,1500,False
1995-08-23 12:45:00-04:00,10,0.708,1062,1500,False
1995-08-23 13:00:00-04:00,10,0.656,984,1500,False
1995-08-23 13:15:00-04:00,10,0.798,1197,1500,False
1995-08-23 13:30:00-04:00,9,0.7733333333333333,1044,1350,True
1995-08-23 13:45:00-04:00,11,0.6903030303030303,1139,1650,True
1995-08-23 14:00:00-04:00,11,0.6666666666666666,1100,1650,False
1995-08-23 14:15:00-04:00,11,0.6145454545454545,1014,1650,False
1995-08-23 14:30:00-04:00,11,0.5527272727272727,912,1650,False
1995-08-23 14:45:00-04:00,11,0.6084848484848485,1004,1650,False
1995-08-23 15:00:00-04:00,11,0.6060606060606061,1000,1650,False
1995-08-23 15:15:00-04:00,11,0.5654545454545454,933,1650,False
1995-08-23 15:30:00-04:00,11,0.656969696969697,1084,1650,False
1995-08-23 15:45:00-04:00,11,0.7945454545454546,1311,1650,False
1995-08-23 16:00:00-04:00,11,0.7854545454545454,1296,1650,False
1995-08-23 16:15:00-04:00,11,0.7793939393939394,1286,1650,False
1995-08-23 16:30:00-04:00,11,0.6975757575757576,1151,1650,False
1995-08-23 16:45:00-04:00,11,0.463030303030303,764,1650,False
1995-08-23 17:00:00-04:00,11,0.3812121212121212,629,1650,False
1995-08-23 17:15:00-04:00,10,0.472,708,1500,True
1995-08-23 17:30:00-04:00,10,0.494,741,1500,False
1995-08-23 17:45:00-04:00,10,0.468,702,1500,False
1995-08-23 18:00:00-04:00,10,0.43333333333333335,650,1500,False
1995-08-23 18:15:00-04:00,10,0.44066666666666665,661,1500,False
1995-08-23 18:30:00-04:00,10,0.38533333333333336,578,1500,False
1995-08-23 18:45:00-04:00,10,0.35333333333333333,530,1500,False
1995-08-23 19:00:00-04:00,10,0.3526666666666667,529,1500,False
1995-08-23 19:15:00-04:00,10,0.36133333333333334,542,1500,False
1995-08-23 19:30:00-04:00,10,0.3626666666666667,544,1500,False
1995-08-23 19:45:00-04:00,10,0.37933333333333336,569,1500,False
1995-08-23 20:00:00-04:00,10,0.3933333333333333,590,1500,False
1995-08-23 20:15:00-04:00,10,0.338,507,1500,False
1995-08-23 20:30:00-04:00,10,0.378,567,1500,False
1995-08-23 20:45:00-04:00,10,0.31933333333333336,479,1500,False
1995-08-23 21:00:00-04:00,9,0.28296296296296297,382,1350,True
1995-08-23 21:15:00-04:00,9,0.23555555555555555,318,1350,False
1995-08-23 21:30:00-04:00,9,0.2688888888888889,363,1350,False
1995-08-23 21:45:00-04:00,9,0.2822222222222222,381,1350,False
1995-08-23 22:00:00-04:00,9,0.30148148148148146,407,1350,False
1995-08-23 22:15:00-04:00,9,0.3474074074074074,469,1350,False
1995-08-23 22:30:00-04:00,9,0.3451851851851852,466,1350,False
1995-08-23 22:45:00-04:00,9,0.3888888888888889,525,1350,False
1995-08-23 23:00:00-04:00,9,0.3748148148148148,506,1350,False
1995-08-23 23:15:00-04:00,9,0.30814814814814817,416,1350,False
1995-08-23 23:30:00-04:00,9,0.3674074074074074,496,1350,False
1995-08-23 23:45:00-04:00,9,0.2837037037037037,383,1350,False
1995-08-24 00:00:00-04:00,9,0.28296296296296297,382,1350,False
1995-08-24 00:15:00-04:00,9,0.18962962962962962,256,1350,False
1995-08-24 00:30:00-04:00,9,0.2725925925925926,368,1350,False
1995-08-24 00:45:00-04:00,8,0.2758333333333333,331,1200,True
1995-08-24 01:00:00-04:00,8,0.2633333333333333,316,1200,False
1995-08-24 01:15:00-04:00,8,0.26416666666666666,317,1200,False
1995-08-24 01:30:00-04:00,8,0.22416666666666665,269,1200,False
1995-08-24 01:45:00-04:00,8,0.155,186,1200,False
1995-08-24 02:00:00-04:00,8,0.18166666666666667,218,1200,False
1995-08-24 02:15:00-04:00,8,0.14583333333333334,175,1200,False
1995-08-24 02:30:00-04:00,8,0.21083333333333334,253,1200,False
1995-08-24 02:45:00-04:00,8,0.20583333333333334,247,1200,False
1995-08-24 03:00:00-04:00,8,0.18416666666666667,221,1200,False
1995-08-24 03:15:00-04:00,8,0.15,180,1200,False
1995-08-24 03:30:00-04:00,8,0.16583333333333333,199,1200,False
1995-08-24 03:45:00-04:00,8,0.125,150,1200,False
1995-08-24 04:00:00-04:00,8,0.15166666666666667,182,1200,False
1995-08-24 04:15:00-04:00,8,0.15,180,1200,False
1995-08-24 04:30:00-04:00,7,0.18666666666666668,196,1050,True
1995-08-24 04:45:00-04:00,7,0.17714285714285713,186,1050,False
1995-08-24 05:00:00-04:00,7,0.13904761904761906,146,1050,False
1995-08-24 05:15:00-04:00,7,0.1295238095238095,136,1050,False
1995-08-24 05:30:00-04:00,7,0.18666666666666668,196,1050,False
1995-08-24 05:45:00-04:00,7,0.17904761904761904,188,1050,False
1995-08-24 06:00:00-04:00,7,0.2180952380952381,229,1050,False
1995-08-24 06:15:00-04:00,7,0.20095238095238097,211,1050,False
1995-08-24 06:30:00-04:00,7,0.2580952380952381,271,1050,False
1995-08-24 06:45:00-04:00,7,0.21333333333333335,224,1050,False
1995-08-24 07:00:00-04:00,7,0.21619047619047618,227,1050,False
1995-08-24 07:15:00-04:00,7,0.3485714285714286,366,1050,False
1995-08-24 07:30:00-04:00,7,0.30952380952380953,325,1050,False
1995-08-24 07:45:00-04:00,7,0.6028571428571429,633,1050,False
1995-08-24 08:00:00-04:00,7,0.5247619047619048,551,1050,False
1995-08-24 08:15:00-04:00,6,0.7444444444444445,670,900,True
1995-08-24 08:30:00-04:00,6,0.6811111111111111,613,900,False
1995-08-24 08:45:00-04:00,6,0.85,765,900,False
1995-08-24 09:00:00-04:00,6,0.82,738,900,False
1995-08-24 09:15:00-04:00,8,0.6608333333333334,793,1200,True
1995-08-24 09:30:00-04:00,8,0.5683333333333334,682,1200,False
1995-08-24 09:45:00-04:00,8,0.52,624,1200,False
1995-08-24 10:00:00-04:00,8,0.6066666666666667,728,1200,False
1995-08-24 10:15:00-04:00,8,0.6775,813,1200,False
1995-08-24 10:30:00-04:00,8,0.8216666666666667,986,1200,False
1995-08-24 10:45:00-04:00,10,0.778,1167,1500,True
1995-08-24 11:00:00-04:00,10,0.6913333333333334,1037,1500,False
1995-08-24 11:15:00-04:00,10,0.6853333333333333,1028,1500,False
1995-08-24 11:30:00-04:00,10,0.6153333333333333,923,1500,False
1995-08-24 11:45:00-04:00,10,0.704,1056,1500,False
1995-08-24 12:00:00-04:00,9,0.7037037037037037,950,1350,True
1995-08-24 12:15:00-04:00,9,0.7066666666666667,954,1350,False
1995-08-24 12:30:00-04:00,9,0.7918518518518518,1069,1350,False
1995-08-24 12:45:00-04:00,11,0.7278787878787879,1201,1650,True
1995-08-24 13:00:00-04:00,11,0.6563636363636364,1083,1650,False
1995-08-24 13:15:00-04:00,11,0.46484848484848484,767,1650,False
1995-08-24 13:30:00-04:00,11,0.28909090909090907,477,1650,False
1995-08-24 13:45:00-04:00,11,0.2315151515151515,382,1650,False
1995-08-24 14:00:00-04:00,11,0.19393939393939394,320,1650,False
1995-08-24 14:15:00-04:00,11,0.4303030303030303,710,1650,False
1995-08-24 14:30:00-04:00,11,0.2606060606060606,430,1650,False
1995-08-24 14:45:00-04:00,11,0.46484848484848484,767,1650,False
1995-08-24 15:00:00-04:00,11,0.4303030303030303,710,1650,False
1995-08-24 15:15:00-04:00,11,0.6266666666666667,1034,1650,False
1995-08-24 15:30:00-04:00,11,0.6987878787878787,1153,1650,False
1995-08-24 15:45:00-04:00,10,0.668,1002,1500,True
1995-08-24 16:00:00-04:00,10,0.6493333333333333,974,1500,False
1995-08-24 16:15:00-04:00,10,0.658,987,1500,False
1995-08-24 16:30:00-04:00,10,0.5633333333333334,845,1500,False
1995-08-24 16:45:00-04:00,10,0.5073333333333333,761,1500,False
1995-08-24 17:00:00-04:00,10,0.5113333333333333,767,1500,False
1995-08-24 17:15:00-04:00,10,0.428,642,1500,False
1995-08-24 17:30:00-04:00,10,0.5486666666666666,823,1500,False
1995-08-24 17:45:00-04:00,10,0.394,591,1500,False
1995-08-24 18:00:00-04:00,10,0.424,636,1500,False
1995-08-24 18:15:00-04:00,10,0.45866666666666667,688,1500,False
1995-08-24 18:30:00-04:00,10,0.4533333333333333,680,1500,False
1995-08-24 18:45:00-04:00,10,0.2926666666666667,439,1500,False
1995-08-24 19:00:00-04:00,10,0.30533333333333335,458,1500,False
1995-08-24 19:15:00-04:00,10,0.332,498,1500,False
1995-08-24 19:30:00-04:00,9,0.35333333333333333,477,1350,True
1995-08-24 19:45:00-04:00,9,0.36962962962962964,499,1350,False
1995-08-24 20:00:00-04:00,9,0.3474074074074074,469,1350,False
1995-08-24 20:15:00-04:00,9,0.3540740740740741,478,1350,False
1995-08-24 20:30:00-04:00,9,0.3496296296296296,472,1350,False
1995-08-24 20:45:00-04:00,9,0.42148148148148146,569,1350,False
1995-08-24 21:00:00-04:00,9,0.2962962962962963,400,1350,False
1995-08-24 21:15:00-04:00,9,0.3348148148148148,452,1350,False
1995-08-24 21:30:00-04:00,9,0.4274074074074074,577,1350,False
1995-08-24 21:45:00-04:00,9,0.38074074074074077,514,1350,False
1995-08-24 22:00:00-04:00,9,0.30518518518518517,412,1350,False
1995-08-24 22:15:00-04:00,9,0.3851851851851852,520,1350,False
1995-08-24 22:30:00-04:00,9,0.4162962962962963,562,1350,False
1995-08-24 22:45:00-04:00,9,0.36962962962962964,499,1350,False
1995-08-24 23:00:00-04:00,9,0.31407407407407406,424,1350,False
1995-08-24 23:15:00-04:00,8,0.3516666666666667,422,1200,True
1995-08-24 23:30:00-04:00,8,0.3358333333333333,403,1200,False
1995-08-24 23:45:00-04:00,8,0.285,342,1200,False
1995-08-25 00:00:00-04:00,8,0.2725,327,1200,False
1995-08-25 00:15:00-04:00,8,0.28,336,1200,False
1995-08-25 00:30:00-04:00,8,0.36333333333333334,436,1200,False
1995-08-25 00:45:00-04:00,8,0.2966666666666667,356,1200,False
1995-08-25 01:00:00-04:00,8,0.2733333333333333,328,1200,False
1995-08-25 01:15:00-04:00,8,0.2,240,1200,False
1995-08-25 01:30:00-04:00,8,0.23666666666666666,284,1200,False
1995-08-25 01:45:00-04:00,8,0.33916666666666667,407,1200,False
1995-08-25 02:00:00-04:00,8,0.295,354,1200,False
1995-08-25 02:15:00-04:00,8,0.22166666666666668,266,1200,False
1995-08-25 02:30:00-04:00,8,0.22916666666666666,275,1200,False
1995-08-25 02:45:00-04:00,8,0.255,306,1200,False
1995-08-25 03:00:00-04:00,7,0.2733333333333333,287,1050,True
1995-08-25 03:15:00-04:00,7,0.2219047619047619,233,1050,False
1995-08-25 03:30:00-04:00,7,0.24666666666666667,259,1050,False
1995-08-25 03:45:00-04:00,7,0.1895238095238095,199,1050,False
1995-08-25 04:00:00-04:00,7,0.19904761904761906,209,1050,False
1995-08-25 04:15:00-04:00,7,0.18476190476190477,194,1050,False
1995-08-25 04:30:00-04:00,7,0.22952380952380952,241,1050,False
1995-08-25 04:45:00-04:00,7,0.22380952380952382,235,1050,False
1995-08-25 05:00:00-04:00,7,0.31142857142857144,327,1050,False
